invoice_id,order_id,expected_amount,invoice_date,customer_id,invoice_status
INV10894,ord10894,"₹49,300.20",26/06/2026,CUST1094,issued
INV10895,OrD10895,60522.22,07-14-2026,CUST1095,issued
INV10896,ORD10896,72047.37,2026-07-20,CUST1096,issued
INV10897,ORD10897,66129.23,2026-07-14,CUST1097,issued
INV10898,ORD10898,41437.07,2026-07-04,CUST1098,issued
INV10899,ORD10899,48682.01,2026-06-02,CUST1099,issued
INV10900,ORD10900,17530.16,2026-07-11,CUST1100,issued
INV10901,ORD10901,45246.34,2026-06-22,CUST1101,issued
INV10902,ORD10902,38276.70,2026-07-16,CUST1102,issued
INV10903,ORD10903,16714.80,2026-06-01,CUST1103,issued
INV10904,ORD10904,68973.01,2026-07-19,CUST1104,issued
INV10905,ORD10905,35385.88,2026-06-28,CUST1105,issued
INV10906,ORD10906,14039.92,2026-07-26,CUST1106,issued
INV10907,ORD10907,27754.41,2026-07-09,CUST1107,issued
INV10908,  ORD10908  ,29113.41,07-17-2026,CUST1108,issued
INV10909,ord10909,70252.06 INR,07-Jun-2026,CUST1109,issued
INV10910,ORD10910,19329.52,2026-07-22,CUST1110,issued
INV10911,  ORD10911  ,"27,604.28",08-Jul-2026,CUST1111,issued
INV10912,ORD10912,59615.17,2026-06-11,CUST1112,issued
INV10913,ORD10913,50265.87,2026-07-24,CUST1113,issued
INV10914,  ORD10914  ,"40,325.94",2026-07-07,CUST1114,issued
INV10915,ORD10915,9976.17,2026-06-17,CUST1115,issued
INV10916,OrD10916,"₹63,483.26",21/06/2026,CUST1116,issued
INV10917,ORD10917,32995.62,2026-06-07,CUST1117,issued
INV10918,ORD10918,52551.53,2026-06-19,CUST1118,issued
INV10919,ORD10919,34024.01,2026-07-28,CUST1119,issued
INV10920,ORD10920,6388.47,2026-07-12,CUST1120,issued
INV10921,ORD10921,45742.68,2026-06-28,CUST1121,issued
INV10922,ORD10922,74611.91,2026-07-05,CUST1122,issued
INV10923,ORD10923,37816.80,2026-07-02,CUST1123,issued
INV10924,ord10924,"₹62,582.50",2026-06-20,CUST1124,issued
INV10925,ORD10925,32430.16,2026-06-01,CUST1125,issued
INV10926,ORD10926,24468.37,2026-06-14,CUST1126,issued
INV10927,ORD10927,71688.70,2026-07-17,CUST1127,issued
INV10928,ORD10928,45755.91,2026-07-21,CUST1128,issued
INV10929,ORD10929,26782.73,2026-07-22,CUST1129,issued
INV10930,ORD10930,11911.18,2026-07-23,CUST1130,issued
INV10931,ORD10931,35172.43,2026-06-18,CUST1131,issued
INV10933,ORD10933,64286.64,2026-06-06,CUST1133,issued
INV10934,ORD10934,12484.92,2026-07-04,CUST1134,issued
INV10935,ORD10935,17047.26,2026-06-20,CUST1135,issued
INV10936,ORD10936,37577.47,2026-07-23,CUST1136,issued
INV10937,ORD10937,25308.77,2026-06-27,CUST1137,issued
INV10938,ORD10938,55316.14,2026-07-07,CUST1138,issued
INV10939,ORD10939,8018.40,2026-07-03,CUST1139,issued
INV10940,ORD10940,2501.26,2026-06-01,CUST1140,issued
INV10941,ORD10941,18007.60,2026-06-22,CUST1141,issued
INV10942,ORD10942,35032.60,2026-07-23,CUST1142,issued
INV10943,ORD10943,43927.85,2026-07-21,CUST1143,issued
INV10944,ORD10944,55116.38,2026-07-11,CUST1144,issued
INV10945,ORD10945,19492.96,2026-06-25,CUST1145,issued
INV10946,ORD10946,10199.47,2026-06-16,CUST1146,issued
INV10947,ORD10947,37018.14,2026-05-30,CUST1147,issued
INV10948,ORD10948,62465.39,2026-07-01,CUST1148,issued
INV10949,ORD10949,24019.71,2026-07-10,CUST1149,issued
INV10950,ORD10950,14757.74,2026-07-07,CUST1150,issued
INV10951,ORD10951,26034.49,2026-06-13,CUST1151,issued
INV10952,ORD10952,59768.21,2026-06-10,CUST1152,issued
INV10953,ORD10953,39398.59,2026-07-25,CUST1153,issued
INV10954,ORD10954,18209.92,2026-06-08,CUST1154,issued
INV10955,ORD10955,73311.82,2026-06-05,CUST1155,issued
INV10956,ORD10956,42491.26,2026-07-07,CUST1156,issued
INV10958,ORD10958,74810.37,2026-07-15,CUST1158,issued
INV10959,ORD10959,12417.32,2026-06-24,CUST1159,issued
INV10960,ORD10960,36749.93,2026-06-26,CUST1160,issued
INV10961,ORD10961,53290.73,2026-07-25,CUST1161,issued
INV10962,ORD10962,2038.89,2026-06-30,CUST1162,issued
INV10963,ORD10963,5385.36,2026-06-10,CUST1163,issued
INV10964,ORD10964,25441.54,2026-07-09,CUST1164,issued
INV10965,ORD10965,26446.67,2026-06-21,CUST1165,issued
INV10966,ORD10966,67925.39,2026-06-13,CUST1166,issued
INV10967,ORD10967,72262.30,2026-07-10,CUST1167,issued
INV10968,ORD10968,40123.19,2026-07-07,CUST1168,issued
INV10969,ORD10969,21344.10,2026-07-28,CUST1169,issued
INV10970,ORD10970,13445.84,2026-07-18,CUST1170,issued
INV10971,ORD10971,37964.00,2026-07-14,CUST1171,issued
INV10972,ord10972,61082.89,29/06/2026,CUST1172,issued
INV10973,OrD10973,"36,074.37",28/06/2026,CUST1173,issued
INV10974,ORD10974,38461.83,2026-07-08,CUST1174,issued
INV10975,ORD10975,25918.92,2026-06-19,CUST1175,issued
INV10976,ORD10976,29205.76,2026-06-29,CUST1176,issued
INV10977,ORD10977,73029.25,2026-06-13,CUST1177,issued
INV10978,ORD10978,38867.31,2026-07-19,CUST1178,issued
INV10979,OrD10979,"₹7,214.89",2026-07-17,CUST1179,issued
INV10980,ORD10980,72367.67,2026-07-02,CUST1180,issued
INV10982,ORD10982,51882.55,2026-06-06,CUST1182,issued
INV10983,ORD10983,72636.95,2026-06-20,CUST1183,issued
INV10984,ORD10984,8963.36,2026-06-12,CUST1184,issued
INV10985,ORD10985,71858.60,2026-06-05,CUST1185,issued
INV10986,ORD10986,59487.08,2026-07-26,CUST1186,issued
INV10987,ORD10987,46070.97,2026-07-20,CUST1187,issued
INV10989,ORD10989,26830.70,2026-06-02,CUST1189,issued
INV10990,ORD10990,34824.79,2026-06-23,CUST1190,issued
INV10991,ORD10991,43744.25,2026-05-30,CUST1191,issued
INV10992,ORD10992,37431.80,2026-07-25,CUST1192,issued
INV10993,ORD10993,38302.77,2026-07-04,CUST1193,issued
INV10994,ORD10994,19097.67,2026-07-23,CUST1194,issued
INV10995,  ORD10995  ,44035.75 INR,2026-07-10,CUST1195,issued
INV10996,ord10996,43942.18 INR,2026-06-06,CUST1196,issued
INV10997,ORD10997,4110.69,2026-07-31,CUST1197,issued
INV10998,ORD10998,1557.52,2026-07-05,CUST1198,issued
INV10999,ORD10999,28072.17,2026-06-24,CUST1199,issued
INV11000,ORD11000,39083.06,2026-06-02,CUST1200,issued
INV11001,ORD11001,58188.98,2026-06-12,CUST1201,issued
INV11002,ORD11002,25672.12,2026-06-08,CUST1202,issued
INV11003,OrD11003,"₹33,089.62",29-Jul-2026,CUST1203,issued
INV11004,ORD11004,36952.17,2026-06-04,CUST1204,issued
INV11005,ORD11005,19243.11,2026-06-19,CUST1205,issued
INV11006,ORD11006,17209.61,2026-06-10,CUST1206,issued
INV11007,ORD11007,72870.81,2026-06-18,CUST1207,issued
INV11008,ORD11008,11257.27,2026-07-18,CUST1208,issued
INV11009,OrD11009,39183.62,2026-06-10,CUST1209,issued
INV11010,ORD11010,28760.52,2026-06-16,CUST1210,issued
INV11011,ord11011,21294.90 INR,2026-07-20,CUST1211,issued
INV11012,ORD11012,51452.83,2026-07-02,CUST1212,issued
INV11013,ORD11013,5525.26,2026-06-08,CUST1213,issued
INV11014,ORD11014,25639.19,2026-07-29,CUST1214,issued
INV11015,OrD11015,"₹38,632.66",05/06/2026,CUST1215,issued
INV11016,ORD11016,73984.69,2026-06-19,CUST1216,issued
INV11018,ORD11018,14212.80,2026-07-15,CUST1218,issued
INV11019,ORD11019,4708.90,2026-07-06,CUST1219,issued
INV11020,ORD11020,53780.78,2026-07-05,CUST1220,issued
INV11021,ORD11021,64426.97,2026-07-21,CUST1221,issued
INV11022,ORD11022,24646.81,2026-06-05,CUST1222,issued
INV11023,ORD11023,15875.76,2026-07-25,CUST1223,issued
INV11024,ORD11024,74972.05,2026-06-14,CUST1224,issued
INV11025,ORD11025,30651.57,2026-07-28,CUST1225,issued
INV11026,ORD11026,37735.12,2026-06-06,CUST1226,issued
INV11027,ORD11027,64029.51,2026-06-03,CUST1227,issued
INV11028,ORD11028,54130.47,2026-06-02,CUST1228,issued
INV11029,ORD11029,40287.73,2026-06-06,CUST1229,issued
INV11030,ORD11030,21933.95,2026-06-30,CUST1230,issued
INV11031,ORD11031,8506.45,2026-06-10,CUST1231,issued
INV11032,ORD11032,62598.29,2026-06-29,CUST1232,issued
INV11033,ORD11033,60794.16,2026-07-13,CUST1233,issued
INV11034,  ORD11034  ,"70,961.72",2026-06-24,CUST1234,issued
INV11035,ORD11035,17910.01,2026-06-24,CUST1235,issued
INV11036,ORD11036,73196.59,2026-07-26,CUST1236,issued
INV11037,ORD11037,43623.89,2026-07-12,CUST1237,issued
INV11038,ORD11038,43700.38,2026-07-20,CUST1238,issued
INV11039,OrD11039,"41,662.79",21/06/2026,CUST1239,issued
INV11040,ORD11040,38367.41,2026-07-15,CUST1240,issued
INV11041,ORD11041,2896.42,2026-07-14,CUST1241,issued
INV11042,ORD11042,57978.76,2026-07-11,CUST1242,issued
INV11043,ORD11043,40560.43,2026-06-09,CUST1243,issued
INV11044,ord11044,16776.15,10/07/2026,CUST1244,issued
INV11045,ORD11045,30515.75,2026-06-04,CUST1245,issued
INV11046,ORD11046,29335.60,2026-06-30,CUST1246,issued
INV11047,ORD11047,51253.41,2026-06-25,CUST1247,issued
INV11048,ORD11048,72664.01,2026-07-30,CUST1248,issued
INV11049,ORD11049,60178.60,2026-06-28,CUST1249,issued
INV11050,ORD11050,65541.50,2026-06-03,CUST1250,issued
INV11051,ORD11051,2861.50,2026-07-08,CUST1251,issued
INV11052,ORD11052,27070.34,2026-07-16,CUST1252,issued
INV11053,ORD11053,51781.38,2026-06-07,CUST1253,issued
INV11054,OrD11054,"27,999.89",07-10-2026,CUST1254,issued
INV11055,ORD11055,38613.46,2026-07-17,CUST1255,issued
INV11056,ORD11056,29998.41,2026-07-25,CUST1256,issued
INV11057,ORD11057,57864.52,2026-06-14,CUST1257,issued
INV11058,ORD11058,6976.30,2026-06-22,CUST1258,issued
INV11059,ORD11059,24367.62,2026-07-13,CUST1259,issued
INV11060,ORD11060,8382.95,2026-07-12,CUST1260,issued
INV11061,ORD11061,41296.54,2026-07-28,CUST1261,issued
INV11062,ORD11062,52809.87,2026-07-21,CUST1262,issued
INV11063,OrD11063,42021.52,2026-07-18,CUST1263,issued
INV11064,ORD11064,54718.41,2026-07-17,CUST1264,issued
INV11065,ord11065,2717.49,07-19-2026,CUST1265,issued
INV11066,ORD11066,55417.38,2026-07-01,CUST1266,issued
INV11067,ORD11067,67120.62,2026-07-07,CUST1267,issued
INV11068,ORD11068,54096.85,2026-06-21,CUST1268,issued
INV11069,ORD11069,27071.50,2026-06-18,CUST1269,issued
INV11070,ORD11070,54140.60,2026-07-06,CUST1270,issued
INV11071,ORD11071,20088.37,2026-06-04,CUST1271,issued
INV11072,ORD11072,74620.71,2026-06-10,CUST1272,issued
INV11073,ORD11073,67122.12,2026-06-22,CUST1273,issued
INV11074,ORD11074,72807.19,2026-07-15,CUST1274,issued
INV11075,ORD11075,38160.40,2026-07-05,CUST1275,issued
INV11076,ORD11076,53383.35,2026-07-26,CUST1276,issued
INV11077,ORD11077,51526.90,2026-06-30,CUST1277,issued
INV11078,ORD11078,50319.56,2026-06-25,CUST1278,issued
INV11079,ORD11079,63472.34,2026-07-13,CUST1279,issued
INV11080,ORD11080,68785.10,2026-06-19,CUST1280,issued
INV11081,ORD11081,19199.10,2026-07-22,CUST1281,issued
INV11082,ORD11082,69872.12,2026-06-24,CUST1282,issued
INV11083,ORD11083,6646.55,2026-07-15,CUST1283,issued
INV11084,ORD11084,56542.53,2026-07-16,CUST1284,issued
INV11085,ORD11085,43608.09,2026-07-14,CUST1285,issued
INV11086,ORD11086,13376.69,2026-06-06,CUST1286,issued
INV11088,ORD11088,56426.87,2026-07-06,CUST1288,issued
INV11089,ORD11089,71654.58,2026-06-18,CUST1289,issued
INV11090,ORD11090,38018.14,2026-07-24,CUST1290,issued
INV11091,ORD11091,8038.93,2026-07-25,CUST1291,issued
INV11092,ORD11092,51375.04,2026-06-29,CUST1292,issued
INV11093,ORD11093,63717.74,2026-07-27,CUST1293,issued
INV11094,ORD11094,74439.92,2026-06-18,CUST1294,issued
INV11095,ORD11095,63046.23,2026-07-06,CUST1295,issued
INV11096,OrD11096,"₹10,381.52",2026-07-14,CUST1296,issued
INV11097,ORD11097,71606.04,2026-06-15,CUST1297,issued
INV11098,ORD11098,56325.95,2026-06-18,CUST1298,issued
INV11099,ORD11099,13007.00,2026-06-20,CUST1299,issued
INV11100,ORD11100,55699.57,2026-07-06,CUST1300,issued
INV10424,ORD10424,41199.93,2026-06-14,CUST1024,issued
INV10673,ORD10673,31301.68,2026-07-23,CUST1273,issued
INV10724,ORD10724,26122.84,2026-07-17,CUST1324,issued
INV10376,ORD10376,58508.13,2026-07-24,CUST1376,issued
INV11012,ORD11012,51452.83,2026-07-02,CUST1212,issued
INV11047,ORD11047,51253.41,2026-06-25,CUST1247,issued
