transaction_id,order_id,customer_id,amount,currency,transaction_date,payment_method,status
txn10669,ord10669,CUST1269,"69,635.15",INR,2026-07-08,netbanking,captured
TXN10670,ORD10670,CUST1270,30391.74,USD,2026-06-15,wallet,captured
TXN10671,ORD10671,CUST1271,367.34,INR,2026-06-15,wallet,captured
TXN10672,ORD10672,CUST1272,74539.63,INR,2026-06-22,netbanking,captured
TXN10673,ORD10673,CUST1273,31301.68,INR,2026-07-25,card,captured
TXN10674,ORD10674,CUST1274,74296.48,INR,2026-07-29,wallet,captured
TXN10675,ORD10675,CUST1275,50269.86,INR,2026-07-02,card,captured
TXN10676,ORD10676,CUST1276,10683.26,INR,2026-07-01,card,captured
TXN10679,ORD10679,CUST1279,32901.73,INR,2026-06-01,wallet,captured
TXN10680,ORD10680,CUST1280,49461.30,INR,2026-06-17,wallet,captured
TXN10681,ORD10681,CUST1281,371.33,INR,2026-06-03,netbanking,captured
TXN10682,ORD10682,CUST1282,64896.77,USD,2026-07-08,upi,captured
TXN10683,ORD10683,CUST1283,20878.54,USD,2026-07-03,wallet,captured
TXN10684,ORD10684,CUST1284,3366.25,INR,2026-06-19,wallet,captured
TXN10684,ORD10684,CUST1284,3366.25,INR,2026-06-19,wallet,captured
TXN10685,ORD10685,CUST1285,18747.30,INR,2026-07-30,netbanking,captured
TXN10687,ORD10687,CUST1287,53222.90,INR,2026-06-30,upi,captured
TXN10688,ORD10688,CUST1288,49128.87,INR,2026-07-14,card,captured
  TXN10689  ,  ORD10689  ,CUST1289,25698.22 INR,INR,27/06/2026,netbanking,captured
TXN10690,ORD10690,CUST1290,31649.98,INR,2026-06-21,upi,captured
TXN10691,ORD10691,CUST1291,69163.35,INR,2026-07-25,upi,captured
TXN10692,ORD10692,CUST1292,14503.40,INR,2026-07-20,card,captured
TXN10693,ORD10693,CUST1293,29871.14,USD,2026-07-09,wallet,captured
TXN10694,ORD10694,CUST1294,58677.87,INR,2026-07-18,netbanking,captured
TXN10694,ORD10694,CUST1294,58677.87,INR,2026-07-18,netbanking,captured
TXN10695,ORD10695,CUST1295,46880.01,INR,2026-06-13,upi,captured
TXN10696,ORD10696,CUST1296,17577.19,INR,2026-07-08,card,captured
TxN10697,OrD10697,CUST1297,"48,365.38",USD,09/07/2026,wallet,captured
TXN10698,ORD10698,CUST1298,18104.37,INR,2026-07-25,upi,captured
TXN10699,ORD10699,CUST1299,39024.41,INR,2026-07-06,wallet,captured
TXN10700,ORD10700,CUST1300,49787.64,INR,2026-06-30,wallet,captured
TXN10701,ORD10701,CUST1301,59993.50,INR,2026-06-07,wallet,captured
TXN10702,ORD10702,CUST1302,34692.99,INR,2026-06-14,card,captured
TXN10703,ORD10703,CUST1303,32500.90,INR,2026-07-03,netbanking,captured
TXN10704,ORD10704,CUST1304,7605.60,INR,2026-07-04,upi,captured
TXN10705,ORD10705,CUST1305,63607.71,INR,2026-07-09,netbanking,captured
TXN10706,ORD10706,CUST1306,63267.54,INR,2026-06-24,netbanking,captured
  TXN10707  ,  ORD10707  ,CUST1307,"25,462.72",INR,27-Jun-2026,card,captured
TXN10708,ORD10708,CUST1308,59268.25,INR,2026-06-30,card,captured
TXN10709,ORD10709,CUST1309,66568.20,INR,2026-06-21,wallet,captured
TXN10711,ORD10711,CUST1311,10298.51,USD,2026-07-10,netbanking,captured
TXN10712,ORD10712,CUST1312,10137.49,USD,2026-07-01,netbanking,captured
TXN10713,ORD10713,CUST1313,41009.43,INR,2026-07-10,upi,captured
TXN10714,ORD10714,CUST1314,42544.74,INR,2026-07-19,upi,captured
TxN10715,OrD10715,CUST1315,"6,151.05",INR,07-10-2026,card,captured
TXN10716,ORD10716,CUST1316,17975.31,USD,2026-06-12,netbanking,captured
TXN10717,ORD10717,CUST1317,25309.33,INR,2026-06-05,card,captured
TXN10718,ORD10718,CUST1318,50401.45,INR,2026-06-20,upi,captured
TXN10719,ORD10719,CUST1319,41524.11,INR,2026-06-01,upi,captured
TXN10720,ORD10720,CUST1320,71177.99,INR,2026-07-13,upi,captured
TXN10721,ORD10721,CUST1321,58976.38,INR,2026-06-30,upi,captured
TXN10722,ORD10722,CUST1322,18659.19,USD,2026-07-15,card,captured
TXN10723,ORD10723,CUST1323,34666.17,INR,2026-06-23,netbanking,captured
TXN10724,ORD10724,CUST1324,26122.84,INR,2026-07-17,upi,captured
TXN10725,ORD10725,CUST1325,68898.90,INR,2026-07-01,upi,captured
TXN10726,ORD10726,CUST1326,26561.74,INR,2026-07-22,netbanking,captured
TXN10727,ORD10727,CUST1327,21214.33,INR,2026-07-08,wallet,captured
TXN10728,ORD10728,CUST1328,59504.84,INR,2026-06-09,upi,captured
TXN10729,ORD10729,CUST1329,58998.72,INR,2026-07-14,wallet,captured
TXN10730,ORD10730,CUST1330,30954.62,INR,2026-07-03,wallet,captured
TXN10731,ORD10731,CUST1331,7571.96,INR,2026-07-17,wallet,captured
TXN10732,ORD10732,CUST1332,33031.37,INR,2026-07-03,upi,captured
TXN10733,ORD10733,CUST1333,7733.40,USD,2026-06-28,netbanking,captured
TXN10733,ORD10733,CUST1333,N/A,USD,2026-06-28,netbanking,captured
TXN10734,ORD10734,CUST1334,17196.79,USD,2026-07-07,card,captured
TXN10735,ORD10735,CUST1335,51876.19,INR,2026-06-10,card,captured
TXN10735B,ORD10735,CUST1335,51876.19,INR,2026-06-11,card,captured
TXN10736,ORD10736,CUST1336,18705.97,INR,2026-06-06,netbanking,captured
TXN10736B,ORD10736,CUST1336,18705.97,INR,2026-06-07,netbanking,captured
TXN10737,ORD10737,CUST1337,22579.18,INR,2026-06-30,wallet,captured
TXN10739,ORD10739,CUST1339,48888.17,INR,2026-07-05,card,captured
TXN10740,ORD10740,CUST1340,-500.00,INR,2026-07-08,wallet,captured
TXN10740B,ORD10740,CUST1340,50790.99,INR,2026-07-09,wallet,captured
TXN10741,ORD10741,CUST1341,15911.14,INR,2026-06-04,upi,captured
TXN10742,ORD10742,CUST1342,6080.92,INR,2026-06-24,card,captured
TXN10743,ORD10743,CUST1343,47439.99,INR,2026-07-24,netbanking,captured
TXN10743B,ORD10743,CUST1343,47439.99,INR,2026-07-25,upi,captured
txn10744,ord10744,CUST1344,48231.78,INR,13-Jul-2026,netbanking,captured
TXN10745,ORD10745,CUST1345,3325.14,INR,2026-06-19,upi,captured
  TXN10746  ,  ORD10746  ,CUST1346,74667.65 INR,INR,20/06/2026,wallet,captured
TXN10747,ORD10747,CUST1347,34851.76,USD,2026-07-02,wallet,captured
TXN10748,ORD10748,CUST1348,24200.69,INR,2026-07-12,netbanking,captured
TXN10749,ORD10749,CUST1349,48910.40,INR,2026-06-17,wallet,captured
TXN10750,ORD10750,CUST1350,27168.64,INR,2026-07-09,netbanking,captured
TxN10751,OrD10751,CUST1351,1347.84 INR,USD,06-Jun-2026,card,captured
  TXN10752  ,  ORD10752  ,CUST1352,"59,904.50",INR,2026-06-06,card,captured
TXN10753,ORD10753,CUST1353,43989.45,INR,2026-06-21,card,captured
TXN10754,ORD10754,CUST1354,22967.94,INR,2026-06-04,card,captured
TXN10755,ORD10755,CUST1355,44111.81,INR,2026-07-17,netbanking,captured
TXN10756,ORD10756,CUST1356,1702.01,INR,2026-06-30,netbanking,captured
TXN10757,ORD10757,CUST1357,6508.01,USD,2026-07-22,netbanking,captured
TXN10758,ORD10758,CUST1358,62455.38,USD,2026-06-19,wallet,captured
TXN10759,ORD10759,CUST1359,73580.97,USD,2026-07-28,wallet,captured
TXN10760,ORD10760,CUST1360,10204.90,INR,2026-07-06,card,captured
TXN10760B,ORD10760,CUST1360,10204.90,INR,2026-07-07,upi,captured
TXN10761,ORD10761,CUST1361,19507.57,INR,2026-07-10,upi,captured
txn10762,ord10762,CUST1362,22596.94,INR,2026-07-22,upi,captured
TXN10763,ORD10763,CUST1363,49413.88,INR,2026-06-26,upi,captured
TXN10765,ORD10765,CUST1365,45142.44,INR,2026-07-22,upi,captured
TXN10766,ORD10766,CUST1366,66921.69,INR,2026-07-04,card,captured
TXN10767,ORD10767,CUST1367,53806.51,INR,2026-06-15,netbanking,captured
TXN10767B,ORD10767,CUST1367,53806.51,INR,2026-06-16,netbanking,captured
TXN10768,ORD10768,CUST1368,29672.26,INR,2026-06-01,wallet,captured
TXN10769,ORD10769,CUST1369,58998.31,INR,2026-06-07,netbanking,captured
TXN10770,ORD10770,CUST1370,7555.72,USD,2026-07-16,,captured
TXN10771,ORD10771,CUST1371,16048.58,INR,2026-06-04,card,captured
TXN10772,ORD10772,CUST1372,60738.40,USD,2026-07-15,wallet,captured
TXN10773,ORD10773,CUST1373,20012.11,INR,2026-06-26,netbanking,captured
TXN10774,ORD10774,CUST1374,60953.33,INR,2026-07-07,netbanking,captured
TXN10775,ORD10775,CUST1375,25063.10,INR,2026-07-16,netbanking,captured
TXN10776,ORD10776,CUST1376,58363.07,INR,2026-06-29,netbanking,captured
TXN10778,ORD10778,CUST1378,10267.05,INR,2026-07-02,netbanking,captured
TXN10779,ORD10779,CUST1379,59504.21,INR,2026-07-11,card,captured
TXN10779B,ORD10779,CUST1379,59504.21,INR,2026-07-12,card,captured
TXN10780,ORD10780,CUST1380,33995.91,INR,2026-06-02,card,captured
TxN10781,OrD10781,CUST1381,63747.58 INR,INR,07-20-2026,wallet,captured
  TXN10782  ,  ORD10782  ,CUST1382,16691.43,INR,01-Jun-2026,wallet,captured
TXN10783,ORD10783,CUST1383,46590.97,INR,2026-06-05,card,captured
TXN10784,ORD10784,CUST1384,49428.71,INR,2026-07-02,card,captured
TXN10784B,ORD10784,CUST1384,49428.71,INR,2026-07-03,wallet,captured
TXN10785,ORD10785,CUST1385,3527.83,INR,2026-07-27,card,captured
txn10786,ord10786,CUST1386,"₹43,315.00",INR,06-25-2026,netbanking,captured
TxN10787,OrD10787,CUST1387,"59,943.00",USD,13-Jul-2026,netbanking,captured
TXN10788,ORD10788,CUST1388,2413.53,INR,2026-07-12,wallet,captured
TXN10789,ORD10789,CUST1389,73463.65,USD,2026-07-20,card,captured
TXN10790,ORD10790,CUST1390,11600.49,INR,2026-06-29,netbanking,captured
TXN10791,ORD10791,CUST1391,4025.98,INR,2026-06-08,wallet,captured
TXN10792,ORD10792,CUST1392,24548.23,INR,2026-06-05,netbanking,captured
TXN10793,ORD10793,CUST1393,43572.76,INR,2026-06-08,upi,captured
TXN10794,ORD10794,CUST1394,66558.90,INR,2026-06-10,card,captured
TXN10795,ORD10795,CUST1395,67385.50,INR,2026-06-12,netbanking,captured
TXN10796,ORD10796,CUST1396,52993.57,INR,2026-06-26,wallet,captured
TXN10797,ORD10797,CUST1397,40754.89,USD,2026-06-09,upi,captured
TXN10798,ORD10798,CUST1398,50522.32,INR,2026-06-08,card,captured
TXN10799,ORD10799,CUST1399,55581.75,INR,2026-07-29,upi,captured
TXN10800,ORD10800,CUST1000,26240.37,INR,2026-07-27,card,captured
TXN10801,ORD10801,CUST1001,6351.22,INR,2026-06-16,wallet,captured
TXN10802,ORD10802,CUST1002,2427.87,INR,2026-06-22,wallet,captured
TXN10803,ORD10803,CUST1003,27223.59,USD,2026-07-25,netbanking,captured
TXN10804,ORD10804,CUST1004,55465.56,INR,2026-06-14,upi,captured
TxN10805,OrD10805,CUST1005,"₹28,550.60",INR,29-Jul-2026,wallet,captured
TXN10806,ORD10806,CUST1006,32489.95,USD,2026-06-01,netbanking,captured
TXN10807,ORD10807,CUST1007,41826.38,INR,2026-07-17,upi,captured
TXN10808,ORD10808,CUST1008,N/A,USD,2026-06-21,wallet,captured
TXN10809,ORD10809,CUST1009,13078.48,INR,2026-06-17,wallet,captured
TXN10810,ORD10810,CUST1010,63602.71,INR,2026-07-23,upi,captured
TXN10811,ORD10811,CUST1011,74669.77,INR,2026-07-17,card,captured
TXN10811B,ORD10811,CUST1011,74669.77,INR,2026-07-18,upi,captured
TXN10812,ORD10812,CUST1012,28204.64,INR,2026-06-27,wallet,captured
txn10813,ord10813,CUST1013,29247.10,INR,15-Jun-2026,netbanking,captured
TXN10814,ORD10814,CUST1014,23724.22,INR,2026-07-02,wallet,captured
TXN10815,ORD10815,CUST1015,49650.16,INR,2026-07-23,card,captured
TXN10816,ORD10816,CUST1016,58543.90,INR,2026-06-29,card,captured
TXN10817,ORD10817,CUST1017,13043.36,INR,2026-06-14,netbanking,captured
TXN10818,ORD10818,CUST1018,41544.10,INR,2026-07-12,card,captured
TXN10819,ORD10819,CUST1019,64605.77,INR,2026-06-26,wallet,captured
TXN10820,ORD10820,CUST1020,35133.23,INR,2026-06-11,netbanking,captured
TXN10821,ORD10821,CUST1021,57213.42,INR,2026-06-05,netbanking,captured
TXN10822,ORD10822,CUST1022,41663.10,INR,2026-06-25,card,captured
TXN10823,ORD10823,CUST1023,58715.66,INR,2026-07-17,upi,captured
TXN10824,ORD10824,CUST1024,42122.69,INR,2026-07-01,wallet,captured
TXN10824B,ORD10824,CUST1024,42122.69,INR,2026-07-02,card,captured
TXN10825,ORD10825,CUST1025,40940.82,USD,2026-06-25,wallet,captured
TXN10826,ORD10826,CUST1026,44894.39,USD,2026-06-14,upi,captured
TXN10827,ORD10827,CUST1027,52168.31,INR,2026-06-19,wallet,captured
TXN10827,ORD10827,CUST1027,52168.31,INR,2026-06-19,wallet,captured
TXN10828,ORD10828,CUST1028,21451.25,INR,2026-07-02,upi,captured
TXN10829,ORD10829,CUST1029,25788.44,INR,2026-06-07,upi,captured
  TXN10830  ,  ORD10830  ,CUST1030,"31,103.56",INR,2026-06-19,netbanking,captured
TXN10831,ORD10831,CUST1031,57389.08,INR,2026-07-14,netbanking,captured
TXN10832,ORD10832,CUST1032,16746.88,INR,2026-06-15,wallet,captured
TXN10833,ORD10833,CUST1033,54743.01,INR,2026-07-12,netbanking,captured
TXN10834,ORD10834,CUST1034,8840.49,INR,2026-06-24,wallet,captured
TXN10835,ORD10835,CUST1035,69348.46,USD,2026-07-02,card,captured
TXN10836,ORD10836,CUST1036,59366.10,USD,2026-07-06,upi,captured
TXN10837,ORD10837,CUST1037,51761.97,USD,2026-06-16,card,captured
TXN10838,ORD10838,CUST1038,9892.60,INR,2026-07-14,wallet,captured
TXN10839,ORD10839,CUST1039,14505.25,INR,2026-07-11,wallet,captured
TXN10840,ORD10840,CUST1040,3184.63,INR,2026-06-18,upi,captured
TXN10841,ORD10841,CUST1041,46762.52,USD,2026-07-26,netbanking,captured
TXN10842,ORD10842,CUST1042,25411.59,INR,2026-06-26,,captured
TXN10842,ORD10842,CUST1042,25411.59,INR,2026-06-26,card,captured
TXN10843,ORD10843,CUST1043,15006.40,INR,2026-07-03,wallet,captured
TXN10844,ORD10844,CUST1044,57366.95,USD,2026-06-22,netbanking,captured
TXN10845,ORD10845,CUST1045,30853.14,INR,2026-07-19,wallet,captured
TXN10846,ORD10846,CUST1046,60945.27,INR,2026-06-20,upi,captured
TXN10846B,ORD10846,CUST1046,60945.27,INR,2026-06-21,card,captured
TXN10847,ORD10847,CUST1047,64455.54,INR,2026-07-14,card,captured
  TXN10848  ,  ORD10848  ,CUST1048,52837.55,USD,17-Jul-2026,netbanking,captured
TXN10849,ORD10849,CUST1049,74611.93,INR,2026-07-18,card,captured
TXN10850,ORD10850,CUST1050,20295.92,USD,2026-07-02,card,captured
TXN10851,ORD10851,CUST1051,38002.49,INR,2026-06-07,card,captured
TXN10852,ORD10852,CUST1052,13203.75,INR,2026-07-20,upi,captured
TXN10852B,ORD10852,CUST1052,13203.75,INR,2026-07-21,netbanking,captured
TXN10853,ORD10853,CUST1053,6466.84,INR,2026-06-08,card,captured
TXN10854,ORD10854,CUST1054,13816.37,USD,2026-07-04,netbanking,captured
TXN10855,ORD10855,CUST1055,9385.51,INR,2026-06-27,wallet,captured
TXN10856,ORD10856,CUST1056,56915.71,INR,2026-06-20,upi,captured
TXN10857,ORD10857,CUST1057,34835.72,USD,2026-07-01,upi,captured
TXN10858,ORD10858,CUST1058,33122.69,INR,2026-06-08,upi,captured
TxN10859,OrD10859,CUST1059,49234.33,INR,2026-07-08,upi,captured
TXN10860,ORD10860,CUST1060,29395.80,USD,2026-06-28,card,captured
TXN10861,ORD10861,CUST1061,54139.55,INR,2026-06-26,card,captured
TXN10862,ORD10862,CUST1062,42437.04,INR,2026-06-10,netbanking,captured
TXN10863,ORD10863,CUST1063,68243.87,INR,2026-07-29,upi,captured
TXN10863B,ORD10863,CUST1063,68243.87,INR,2026-07-30,wallet,captured
TXN10864,ORD10864,CUST1064,29120.35,INR,2026-06-15,netbanking,captured
TXN10864B,ORD10864,CUST1064,29120.35,INR,2026-06-16,wallet,captured
TXN10865,ORD10865,CUST1065,72611.82,INR,2026-06-28,wallet,captured
TXN10866,ORD10866,CUST1066,59135.43,INR,2026-07-30,card,captured
TXN10867,ORD10867,CUST1067,18793.49,INR,2026-07-30,upi,captured
TxN10868,OrD10868,CUST1068,"43,012.19",INR,06-21-2026,card,captured
TXN10869,ORD10869,CUST1069,25759.12,USD,2026-06-03,upi,captured
TXN10870,ORD10870,CUST1070,46416.72,USD,2026-07-28,netbanking,captured
TXN10871,ORD10871,CUST1071,22059.31,INR,2026-07-15,upi,captured
TXN10872,ORD10872,CUST1072,9963.98,INR,2026-06-14,netbanking,captured
TXN10873,ORD10873,CUST1073,11692.17,INR,2026-06-24,netbanking,captured
TXN10874,ORD10874,CUST1074,51178.28,INR,2026-06-25,upi,captured
TXN10874B,ORD10874,CUST1074,51178.28,INR,2026-06-26,wallet,captured
TXN10875,ORD10875,CUST1075,39547.02,USD,2026-06-14,netbanking,captured
txn10876,ord10876,CUST1076,14065.34 INR,INR,17-Jun-2026,netbanking,captured
TXN10877,ORD10877,CUST1077,49078.57,USD,2026-06-08,netbanking,captured
TXN10878,ORD10878,CUST1078,64920.27,USD,2026-06-13,netbanking,captured
TXN10879,ORD10879,CUST1079,19279.58,INR,2026-07-25,netbanking,captured
TXN10880,ORD10880,CUST1080,56008.59,INR,2026-07-31,netbanking,captured
TXN10881,ORD10881,CUST1081,45795.32,INR,2026-06-15,wallet,captured
TXN10882,ORD10882,CUST1082,49105.23,INR,2026-06-22,upi,captured
TXN10883,ORD10883,CUST1083,38347.56,USD,2026-06-12,upi,captured
TXN10884,ORD10884,CUST1084,38584.11,INR,2026-07-01,wallet,captured
TXN10885,ORD10885,CUST1085,58665.06,INR,2026-06-09,card,captured
TXN10885B,ORD10885,CUST1085,58665.06,INR,2026-06-10,upi,captured
TXN10886,ORD10886,CUST1086,48694.80,INR,2026-07-05,upi,captured
TXN10887,ORD10887,CUST1087,30246.76,INR,2026-06-09,netbanking,captured
txn10888,ord10888,CUST1088,27799.91,INR,2026-07-21,card,captured
TXN10889,ORD10889,CUST1089,40412.15,INR,2026-06-07,wallet,captured
TXN10890,ORD10890,CUST1090,10994.32,INR,2026-07-19,netbanking,captured
TXN10891,ORD10891,CUST1091,69304.93,INR,2026-06-30,netbanking,captured
TXN10891B,ORD10891,CUST1091,69304.93,INR,2026-07-01,card,captured
TXN10892,ORD10892,CUST1092,66215.80,INR,2026-06-23,netbanking,captured
TXN10893,ORD10893,CUST1093,27251.69,USD,2026-06-18,,captured
txn10894,ord10894,CUST1094,49300.20 INR,INR,28/06/2026,wallet,captured
TXN10894B,ORD10894,CUST1094,49300.20,INR,2026-06-29,wallet,captured
TxN10895,OrD10895,CUST1095,"60,522.22",USD,2026-07-15,upi,captured
TXN10896,ORD10896,CUST1096,72047.37,INR,2026-07-21,wallet,captured
TXN10897,ORD10897,CUST1097,66129.23,INR,2026-07-14,netbanking,captured
TXN10898,ORD10898,CUST1098,41437.07,INR,2026-07-06,,captured
TXN10899,ORD10899,CUST1099,48682.01,INR,2026-06-03,card,captured
TXN10900,ORD10900,CUST1100,17530.16,INR,2026-07-12,wallet,captured
TXN10901,ORD10901,CUST1101,45246.34,USD,2026-06-23,upi,captured
TXN10902,ORD10902,CUST1102,38276.70,INR,2026-07-16,upi,captured
TXN10903,ORD10903,CUST1103,16714.80,INR,2026-06-02,card,captured
TXN10904,ORD10904,CUST1104,68973.01,INR,2026-07-21,netbanking,captured
TXN10905,ORD10905,CUST1105,35385.88,INR,2026-06-30,card,captured
TXN10906,ORD10906,CUST1106,14039.92,INR,2026-07-26,wallet,captured
TXN10907,ORD10907,CUST1107,27754.41,INR,2026-07-10,card,captured
  TXN10908  ,  ORD10908  ,CUST1108,29113.41 INR,INR,07-19-2026,netbanking,captured
txn10909,ord10909,CUST1109,70252.06,INR,06-07-2026,netbanking,captured
TXN10910,ORD10910,CUST1110,19329.52,USD,2026-07-23,card,captured
  TXN10911  ,  ORD10911  ,CUST1111,27604.28,INR,2026-07-08,netbanking,captured
TXN10912,ORD10912,CUST1112,59615.17,INR,2026-06-12,netbanking,captured
TXN10913,ORD10913,CUST1113,50265.87,INR,2026-07-24,upi,captured
  TXN10914  ,  ORD10914  ,CUST1114,40325.94,USD,07-07-2026,upi,captured
  TXN10914  ,  ORD10914  ,CUST1114,40325.94,USD,07-07-2026,upi,captured
TXN10915,ORD10915,CUST1115,9976.17,USD,2026-06-17,upi,captured
TxN10916,OrD10916,CUST1116,"63,483.26",USD,21/06/2026,card,captured
TXN10917,ORD10917,CUST1117,32995.62,INR,2026-06-08,wallet,captured
TXN10918,ORD10918,CUST1118,52551.53,INR,2026-06-21,card,captured
TXN10919,ORD10919,CUST1119,34024.01,INR,2026-07-29,upi,captured
TXN10920,ORD10920,CUST1120,6388.47,INR,2026-07-14,wallet,captured
TXN10921,ORD10921,CUST1121,45742.68,INR,2026-06-28,netbanking,captured
TXN10922,ORD10922,CUST1122,74611.91,USD,2026-07-06,upi,captured
TXN10923,ORD10923,CUST1123,37816.80,INR,2026-07-02,upi,captured
txn10924,ord10924,CUST1124,62582.50,INR,22/06/2026,wallet,captured
TXN10925,ORD10925,CUST1125,32430.16,USD,2026-06-02,upi,captured
TXN10926,ORD10926,CUST1126,24468.37,INR,2026-06-14,netbanking,captured
TXN10927,ORD10927,CUST1127,71688.70,INR,2026-07-18,card,captured
TXN10928,ORD10928,CUST1128,45755.91,INR,2026-07-22,wallet,captured
TXN10929,ORD10929,CUST1129,26782.73,INR,2026-07-24,wallet,captured
TXN10930,ORD10930,CUST1130,11911.18,INR,2026-07-24,netbanking,captured
TXN10931,ORD10931,CUST1131,35172.43,USD,2026-06-19,card,captured
  TXN10932  ,  ORD10932  ,CUST1132,"₹39,367.39",INR,2026-07-25,netbanking,captured
TXN10933,ORD10933,CUST1133,64286.64,INR,2026-06-08,wallet,captured
TXN10934,ORD10934,CUST1134,12484.92,USD,2026-07-04,card,captured
TXN10935,ORD10935,CUST1135,17047.26,INR,2026-06-21,card,captured
TXN10937,ORD10937,CUST1137,25308.77,INR,2026-06-27,upi,captured
TXN10938,ORD10938,CUST1138,55316.14,INR,2026-07-07,wallet,captured
TXN10939,ORD10939,CUST1139,8018.40,INR,2026-07-05,card,captured
TXN10940,ORD10940,CUST1140,2501.26,USD,2026-06-03,upi,captured
TXN10940B,ORD10940,CUST1140,2501.26,USD,2026-06-04,wallet,captured
TXN10941,ORD10941,CUST1141,18007.60,INR,2026-06-23,wallet,captured
TXN10942,ORD10942,CUST1142,35032.60,USD,2026-07-25,wallet,captured
TXN10943,ORD10943,CUST1143,43927.85,USD,2026-07-21,upi,captured
TXN10944,ORD10944,CUST1144,55116.38,INR,2026-07-11,wallet,captured
TXN10945,ORD10945,CUST1145,19492.96,USD,2026-06-25,netbanking,captured
TXN10946,ORD10946,CUST1146,10199.47,INR,2026-06-17,card,captured
TXN10947,ORD10947,CUST1147,37018.14,USD,2026-06-01,wallet,captured
TXN10948,ORD10948,CUST1148,62465.39,INR,2026-07-01,wallet,captured
TXN10949,ORD10949,CUST1149,24019.71,INR,2026-07-10,wallet,captured
TXN10950,ORD10950,CUST1150,14757.74,INR,2026-07-07,card,captured
TXN10951,ORD10951,CUST1151,26034.49,INR,2026-06-13,wallet,captured
TXN10952,ORD10952,CUST1152,59768.21,INR,2026-06-12,upi,captured
TXN10953,ORD10953,CUST1153,39398.59,INR,2026-07-25,wallet,captured
TXN10954,ORD10954,CUST1154,18209.92,INR,2026-06-10,netbanking,captured
TXN10955,ORD10955,CUST1155,73311.82,INR,2026-06-05,card,captured
TXN10956,ORD10956,CUST1156,42491.26,USD,2026-07-09,netbanking,captured
TXN10957,ORD10957,CUST1157,39771.39,INR,2026-06-22,wallet,captured
TXN10958,ORD10958,CUST1158,74810.37,USD,2026-07-15,card,captured
TXN10958,ORD10958,CUST1158,74810.37,USD,2026-07-15,card,captured
TXN10959,ORD10959,CUST1159,12417.32,INR,2026-06-26,wallet,captured
TXN10960,ORD10960,CUST1160,36749.93,INR,2026-06-28,netbanking,captured
TXN10961,ORD10961,CUST1161,53290.73,INR,2026-07-26,wallet,captured
TXN10962,ORD10962,CUST1162,2038.89,USD,2026-07-01,netbanking,captured
TXN10962B,ORD10962,CUST1162,2038.89,USD,2026-07-02,wallet,captured
TXN10963,ORD10963,CUST1163,5385.36,INR,2026-06-11,wallet,captured
TXN10964,ORD10964,CUST1164,25441.54,USD,2026-07-10,card,captured
TXN10965,ORD10965,CUST1165,26446.67,INR,2026-06-21,card,captured
TXN10966,ORD10966,CUST1166,67925.39,INR,2026-06-15,wallet,captured
TXN10967,ORD10967,CUST1167,72262.30,USD,2026-07-12,upi,captured
TXN10967B,ORD10967,CUST1167,72262.30,USD,2026-07-13,card,captured
TXN10968,ORD10968,CUST1168,40123.19,INR,2026-07-08,netbanking,captured
TXN10969,ORD10969,CUST1169,21344.10,INR,2026-07-29,upi,captured
TXN10970,ORD10970,CUST1170,13445.84,INR,2026-07-18,upi,captured
TXN10971,ORD10971,CUST1171,37964.00,INR,2026-07-15,card,captured
TXN10971,ORD10971,CUST1171,37964.00,INR,2026-07-15,card,captured
txn10972,ord10972,CUST1172,61082.89 INR,INR,07-01-2026,upi,captured
TxN10973,OrD10973,CUST1173,"36,074.37",INR,06-30-2026,card,captured
TXN10974,ORD10974,CUST1174,38461.83,USD,2026-07-08,card,captured
TXN10975,ORD10975,CUST1175,25918.92,USD,2026-06-19,netbanking,captured
TXN10976,ORD10976,CUST1176,29205.76,INR,2026-06-29,card,captured
TXN10976,ORD10976,CUST1176,29205.76,INR,2026-06-29,card,captured
TXN10977,ORD10977,CUST1177,73029.25,USD,2026-06-14,card,captured
TXN10978,ORD10978,CUST1178,38867.31,INR,2026-07-21,wallet,captured
TxN10979,OrD10979,CUST1179,"7,214.89",INR,19/07/2026,card,captured
TXN10981,ORD10981,CUST1181,40499.81,INR,2026-06-07,netbanking,captured
TXN10982,ORD10982,CUST1182,51882.55,INR,2026-06-08,upi,captured
TXN10983,ORD10983,CUST1183,72636.95,USD,2026-06-22,wallet,captured
TXN10984,ORD10984,CUST1184,8963.36,INR,2026-06-14,upi,captured
TXN10985,ORD10985,CUST1185,71858.60,INR,2026-06-05,netbanking,captured
TXN10986,ORD10986,CUST1186,59487.08,INR,2026-07-28,card,captured
TXN10987,ORD10987,CUST1187,46070.97,INR,2026-07-20,card,captured
TXN10988,ORD10988,CUST1188,6054.99,INR,2026-06-07,wallet,captured
TXN10989,ORD10989,CUST1189,26830.70,INR,2026-06-03,wallet,captured
TXN10990,ORD10990,CUST1190,34824.79,INR,2026-06-25,upi,captured
TXN10991,ORD10991,CUST1191,43744.25,INR,2026-06-01,,captured
TXN10992,ORD10992,CUST1192,37431.80,USD,2026-07-26,netbanking,captured
TXN10993,ORD10993,CUST1193,38302.77,INR,2026-07-05,wallet,captured
TXN10994,ORD10994,CUST1194,19097.67,INR,2026-07-24,,captured
  TXN10995  ,  ORD10995  ,CUST1195,44035.75 INR,INR,07-10-2026,wallet,captured
txn10996,ord10996,CUST1196,"₹43,942.18",INR,06-07-2026,wallet,captured
