settlement_id,transaction_id,settled_amount,settlement_date,fee,currency,bank_reference,settlement_status
STL10716,TXN10716,17615.80,2026-06-15,359.51,INR,BANKREF20716,settled
STL10717,TXN10717,24803.14,2026-06-06,506.19,INR,BANKREF20717,settled
STL10718,TXN10718,49393.42,2026-06-22,1008.03,USD,BANKREF20718,settled
STL10719,TXN10719,40693.63,2026-06-03,830.48,INR,BANKREF20719,settled
STL10720,TXN10720,69389.74,2026-07-15,1423.56,INR,BANKREF20720,settled
STL10721,TXN10721,53668.51,2026-07-02,5307.87,INR,BANKREF20721,settled
STL10722,TXN10722,18286.01,2026-07-16,373.18,USD,BANKREF20722,settled
STL10723,TXN10723,33972.85,2026-06-25,693.32,INR,BANKREF20723,settled
STL10724,TXN10724,23771.78,2026-07-20,2351.06,INR,BANKREF20724,settled
STL10725,TXN10725,67520.92,2026-07-04,1377.98,INR,BANKREF20725,settled
STL10726,TXN10726,26030.51,2026-07-25,531.23,INR,BANKREF20726,settled
STL10727,TXN10727,20790.04,2026-07-09,424.29,INR,BANKREF20727,settled
STL10728,TXN10728,57914.99,2026-06-12,1190.10,INR,BANKREF20728,settled
STL10729,TXN10729,57818.75,2026-07-15,1179.97,INR,BANKREF20729,settled
STL10730,TXN10730,30335.53,2026-07-05,619.09,INR,BANKREF20730,settled
STL10731,TXN10731,7420.52,2026-07-20,151.44,INR,BANKREF20731,settled
STL10732,TXN10732,32370.74,2026-07-05,660.63,INR,BANKREF20732,settled
STL10733,TXN10733,7578.73,2026-07-01,154.67,USD,BANKREF20733,settled
STL10734,TXN10734,16852.85,2026-07-09,343.94,USD,BANKREF20734,settled
STL10735,TXN10735,50838.67,2026-06-11,1037.52,INR,BANKREF20735,settled
STL10736,TXN10736,18331.85,2026-06-08,374.12,INR,BANKREF20736,settled
STL10737,TXN10737,22127.60,2026-07-01,451.58,INR,BANKREF20737,settled
STL10738,txn10738,"8,498.38",19/07/2026,173.44 INR,INR,BANKREF20738,settled
STL10739,TXN10739,47910.41,2026-07-08,977.76,INR,BANKREF20739,settled
STL10740,TXN10740,49775.17,2026-07-10,1015.82,INR,BANKREF20740,settled
STL10741,TXN10741,15592.92,2026-06-07,318.22,INR,BANKREF20741,settled
STL10742,TXN10742,5959.30,2026-06-25,121.62,INR,BANKREF20742,settled
STL10743,TXN10743,46491.19,2026-07-26,948.80,INR,BANKREF20743,settled
STL10744,txn10744,"47,267.14",07-16-2026,₹964.64,INR,BANKREF20744,settled
STL10745,TXN10745,3258.64,2026-06-20,66.50,INR,BANKREF20745,settled
STL10746,  TXN10746  ,73174.30,2026-06-23,"₹1,493.35",INR,BANKREF20746,settled
STL10747,TXN10747,34154.72,2026-07-03,697.04,USD,BANKREF20747,settled
STL10748,TXN10748,23716.68,2026-07-13,484.01,INR,BANKREF20748,settled
STL10749,TXN10749,47932.19,2026-06-19,978.21,INR,BANKREF20749,settled
STL10750,TXN10750,26625.27,2026-07-10,543.37,INR,BANKREF20750,settled
STL10751,TxN10751,"₹1,320.88",07-Jun-2026,26.96 INR,USD,BANKREF20751,settled
STL10752,  TXN10752  ,"58,706.41",2026-06-09,"1,198.09",INR,BANKREF20752,settled
STL10753,TXN10753,43109.66,2026-06-24,879.79,INR,BANKREF20753,settled
STL10754,TXN10754,22508.58,2026-06-07,459.36,INR,BANKREF20754,settled
STL10756,TXN10756,1667.97,2026-07-03,34.04,INR,BANKREF20756,settled
STL10757,TXN10757,6377.85,2026-07-23,130.16,USD,BANKREF20757,settled
STL10758,TXN10758,61206.27,2026-06-22,1249.11,USD,BANKREF20758,settled
STL10759,TXN10759,72109.35,2026-07-30,1471.62,USD,BANKREF20759,settled
STL10760,TXN10760,10000.80,2026-07-07,204.10,INR,BANKREF20760,settled
STL10761,TXN10761,19117.42,2026-07-13,390.15,INR,BANKREF20761,settled
STL10762,txn10762,22145.00,24-Jul-2026,451.94,INR,BANKREF20762,settled
STL10763,TXN10763,48425.60,2026-06-29,988.28,INR,BANKREF20763,settled
STL10764,  TXN10764  ,"34,272.63",07-25-2026,699.44 INR,USD,BANKREF20764,settled
STL10765,TXN10765,44239.59,2026-07-23,902.85,INR,BANKREF20765,settled
STL10766,TXN10766,65583.26,2026-07-07,1338.43,INR,BANKREF20766,settled
STL10767,TXN10767,52730.38,2026-06-17,1076.13,INR,BANKREF20767,settled
STL10768,TXN10768,29078.81,2026-06-02,593.45,INR,BANKREF20768,settled
STL10769,TXN10769,57818.34,2026-06-08,1179.97,INR,BANKREF20769,settled
STL10771,TXN10771,8024.29,2026-06-07,320.97,INR,BANKREF20771,partial
STL10772,TXN10772,59523.63,1899-01-01,1214.77,USD,BANKREF20772,settled
STL10773,TXN10773,19611.87,2026-06-29,400.24,INR,BANKREF20773,settled
STL10774,TXN10774,59734.26,2026-07-10,1219.07,INR,BANKREF20774,settled
STL10775,TXN10775,22807.42,2026-07-19,2255.68,INR,BANKREF20775,settled
STL10776,TXN10776,57195.81,2026-06-30,1167.26,INR,BANKREF20776,settled
STL10777,TXN10777,12962.54,2026-06-11,264.54,USD,BANKREF20777,settled
STL10778,TXN10778,10061.71,2026-07-05,205.34,INR,BANKREF20778,settled
STL10779,TXN10779,58314.13,2026-07-12,1190.08,INR,BANKREF20779,settled
STL10780,TXN10780,33315.99,2026-06-04,679.92,INR,BANKREF20780,settled
STL10781,TxN10781,62472.63,2026-07-22,"₹1,274.95",INR,BANKREF20781,settled
STL10782,  TXN10782  ,"₹16,357.60",26-Jun-2026,333.83 INR,INR,BANKREF20782,settled
STL10783,TXN10783,45659.15,2026-06-07,931.82,INR,BANKREF20783,settled
STL10784,TXN10784,48440.14,2026-07-03,988.57,INR,BANKREF20784,settled
STL10785,TXN10785,3004.46,2026-07-29,70.56,INR,BANKREF20785,settled
STL10787,TxN10787,"₹58,744.14",07-16-2026,"₹1,198.86",USD,BANKREF20787,settled
STL10788,TXN10788,2365.26,2026-07-13,48.27,INR,BANKREF20788,settled
STL10789,TXN10789,71746.67,2026-07-21,1469.27,USD,BANKREF20789,settled
STL10790,TXN10790,11310.10,2026-07-01,232.01,INR,BANKREF20790,settled
STL10791,TXN10791,3945.46,2026-06-30,80.52,INR,BANKREF20791,settled
STL10792,TXN10792,24057.27,2026-06-08,490.96,INR,BANKREF20792,settled
STL10793,TXN10793,42701.30,2026-02-30,871.46,INR,BANKREF20793,settled
STL10794,TXN10794,65227.72,2026-06-11,1331.18,INR,BANKREF20794,settled
STL10796,TXN10796,51933.70,2026-07-20,1059.87,INR,BANKREF20796,settled
STL10797,TXN10797,39939.79,2026-06-10,815.10,USD,BANKREF20797,settled
STL10798,TXN10798,49511.87,2026-06-10,1010.45,INR,BANKREF20798,settled
STL10799,TXN10799,54470.11,2026-07-31,1111.64,INR,BANKREF20799,settled
STL10800,TXN10800,25715.56,2026-07-28,524.81,INR,BANKREF20800,settled
STL10801,TXN10801,6224.20,2026-06-19,127.02,INR,BANKREF20801,settled
STL10802,TXN10802,2173.25,2026-06-25,48.56,INR,BANKREF20802,settled
STL10803,TXN10803,26679.12,2026-07-27,544.47,USD,BANKREF20803,settled
STL10804,TXN10804,54356.25,2026-06-17,1109.31,INR,BANKREF20804,settled
STL10805,TxN10805,27979.59,07-31-2026,571.01,INR,BANKREF20805,settled
STL10806,TXN10806,31840.15,2026-06-03,649.80,USD,BANKREF20806,settled
STL10807,TXN10807,38062.01,2026-07-19,3764.37,INR,BANKREF20807,settled
STL10808,TXN10808,9512.53,2026-06-24,194.13,USD,BANKREF20808,settled
STL10809,TXN10809,12816.91,2026-07-11,261.57,INR,BANKREF20809,settled
STL10810,TXN10810,62330.66,2026-08-16,1272.05,INR,BANKREF20810,settled
STL10811,TXN10811,73176.37,2026-07-18,1493.40,INR,BANKREF20811,settled
STL10813,txn10813,28662.16,18/06/2026,584.94,INR,BANKREF20813,settled
STL10814,TXN10814,23249.74,2026-02-30,474.48,INR,BANKREF20814,settled
STL10815,TXN10815,48657.16,2026-07-24,993.00,INR,BANKREF20815,settled
STL10816,TXN10816,57373.02,2026-06-30,1170.88,INR,BANKREF20816,settled
STL10817,TXN10817,12782.49,2026-06-16,260.87,INR,BANKREF20817,settled
STL10818,TXN10818,40713.22,2026-07-14,830.88,INR,BANKREF20818,settled
STL10819,TXN10819,63313.65,2026-06-27,1292.12,INR,BANKREF20819,settled
STL10820,TXN10820,34430.57,2026-06-12,702.66,INR,BANKREF20820,settled
STL10821,TXN10821,28606.71,2026-06-08,1144.27,INR,BANKREF20821,partial
STL10822,TXN10822,40829.84,2026-07-14,833.26,INR,BANKREF20822,settled
STL10823,TXN10823,57541.35,2026-07-19,1174.31,INR,BANKREF20823,settled
STL10824,TXN10824,41280.24,2026-07-02,842.45,INR,BANKREF20824,settled
STL10826,TXN10826,43996.50,2026-06-16,897.89,USD,BANKREF20826,settled
STL10827,TXN10827,51124.94,2026-06-22,1043.37,INR,BANKREF20827,settled
STL10828,TXN10828,21022.22,2026-07-04,429.03,INR,BANKREF20828,settled
STL10829,TXN10829,25272.67,2026-06-10,515.77,USD,BANKREF20829,settled
STL10830,  TXN10830  ,30481.49,06-21-2026,622.07,INR,BANKREF20830,settled
STL10831,TXN10831,55764.00,2026-07-17,1147.78,INR,BANKREF20831,settled
STL10832,TXN10832,16411.94,2026-06-17,334.94,INR,BANKREF20832,settled
STL10833,TXN10833,53648.15,2026-07-13,1094.86,INR,BANKREF20833,settled
STL10834,TXN10834,8663.68,2026-06-26,176.81,INR,BANKREF20834,settled
STL10835,TXN10835,67961.49,2026-07-04,1386.97,USD,BANKREF20835,settled
STL10836,TXN10836,58178.78,2026-07-07,1187.32,USD,BANKREF20836,settled
STL10837,TXN10837,50726.73,2026-07-09,1035.24,USD,BANKREF20837,settled
STL10838,TXN10838,9694.75,2026-07-16,197.85,INR,BANKREF20838,settled
STL10839,TXN10839,14215.14,2026-07-12,290.11,INR,BANKREF20839,settled
STL10840,TXN10840,3120.94,2026-06-21,63.69,INR,BANKREF20840,settled
STL10841,TXN10841,45827.27,2026-07-28,935.25,USD,BANKREF20841,settled
STL10842,TXN10842,24903.36,2026-06-28,508.23,INR,BANKREF20842,settled
STL10843,TXN10843,14706.27,2026-07-06,300.13,INR,BANKREF20843,settled
STL10844,TXN10844,56219.61,2026-06-24,1147.34,USD,BANKREF20844,settled
STL10845,TXN10845,30236.08,2026-07-21,617.06,INR,BANKREF20845,settled
STL10846,TXN10846,59726.36,2026-06-22,1218.91,INR,BANKREF20846,settled
STL10847,TXN10847,63166.43,2026-07-17,1289.11,INR,BANKREF20847,settled
STL10848,  TXN10848  ,"₹51,780.80",19-Jul-2026,1056.75 INR,USD,BANKREF20848,settled
STL10849,TXN10849,73119.69,2026-07-21,1492.24,INR,BANKREF20849,settled
STL10850,TXN10850,18469.29,2026-07-04,1826.63,USD,BANKREF20850,settled
STL10851,TXN10851,36879.51,2026-06-09,760.05,INR,BANKREF20851,settled
STL10852,TXN10852,12939.67,2026-07-23,264.08,INR,BANKREF20852,settled
STL10854,TXN10854,13540.04,2026-07-05,276.33,USD,BANKREF20854,settled
STL10855,TXN10855,9197.80,2026-06-29,187.71,INR,BANKREF20855,settled
STL10857,TXN10857,34139.01,2026-07-03,696.71,USD,BANKREF20857,settled
STL10858,TXN10858,32460.24,2026-06-11,662.45,INR,BANKREF20858,settled
STL10859,TxN10859,48008.00,2026-07-10,984.69,INR,BANKREF20859,settled
STL10860,TXN10860,28807.88,2026-06-30,587.92,USD,BANKREF20860,settled
STL10861,TXN10861,53056.76,2026-06-28,1082.79,INR,BANKREF20861,settled
STL10862,TXN10862,38617.71,2026-06-12,3819.33,INR,BANKREF20862,settled
STL10863,TXN10863,66878.99,2026-07-31,1364.88,INR,BANKREF20863,settled
STL10864,TXN10864,28537.94,2026-06-16,582.41,INR,BANKREF20864,settled
STL10865,TXN10865,71159.58,2026-07-01,1452.24,INR,BANKREF20865,settled
STL10866,TXN10866,57637.86,2026-08-02,1182.71,INR,BANKREF20866,settled
STL10867,TXN10867,9396.75,2026-08-01,375.87,INR,BANKREF20867,partial
STL10868,TxN10868,"₹41,709.52",2026-06-23,860.24 INR,INR,BANKREF20868,settled
STL10869,TXN10869,25243.94,2026-06-04,515.18,USD,BANKREF20869,settled
STL10870,TXN10870,45488.39,2026-07-30,928.33,USD,BANKREF20870,settled
STL10871,TXN10871,21618.12,2026-07-18,441.19,USD,BANKREF20871,settled
STL10872,TXN10872,9764.70,2026-06-16,199.28,INR,BANKREF20872,settled
STL10873,TXN10873,11458.33,2026-06-25,233.84,INR,BANKREF20873,settled
STL10874,TXN10874,50154.71,2026-06-27,1023.57,INR,BANKREF20874,settled
STL10876,txn10876,"13,784.03",06-20-2026,281.31 INR,INR,BANKREF20876,settled
STL10877,TXN10877,48097.00,2026-06-11,981.57,USD,BANKREF20877,settled
STL10878,TXN10878,32460.14,2026-06-15,1298.41,USD,BANKREF20878,partial
STL10879,TXN10879,18893.99,2026-07-28,385.59,INR,BANKREF20879,settled
STL10880,TXN10880,28004.30,2026-08-02,1120.17,INR,BANKREF20880,partial
STL10881,TXN10881,44879.41,2026-06-17,915.91,INR,BANKREF20881,settled
STL10882,TXN10882,48123.13,2026-06-25,982.10,INR,BANKREF20882,settled
STL10883,TXN10883,37580.61,2026-06-13,766.95,INR,BANKREF20883,settled
STL10884,REF_QB3ALF,37812.43,2026-07-04,771.68,INR,BANKREF20884,settled
STL10885,TXN10885,57491.76,2026-06-12,1173.30,INR,BANKREF20885,settled
STL10886,TXN10886,47720.90,2026-07-07,973.90,INR,BANKREF20886,settled
STL10887,TXN10887,29641.82,2026-06-12,604.94,INR,BANKREF20887,settled
STL10888,txn10888,27243.91 INR,2026-07-24,556.00,INR,BANKREF20888,settled
STL10889,TXN10889,36775.06,2026-06-09,3637.09,INR,BANKREF20889,settled
STL10890,TXN10890,10774.43,2026-07-21,219.89,INR,BANKREF20890,settled
STL10891,TXN10891,67918.83,2026-07-02,1386.10,INR,BANKREF20891,settled
STL10892,TXN10892,64891.48,2026-06-26,1324.32,INR,BANKREF20892,settled
STL10893,TXN10893,26706.66,2026-06-21,545.03,USD,BANKREF20893,settled
STL10894,txn10894,"₹48,314.20",01/07/2026,986.00,INR,BANKREF20894,settled
STL10895,TxN10895,59311.78,16/07/2026,"1,210.44",USD,BANKREF20895,settled
STL10896,TXN10896,70606.42,2026-07-22,1440.95,INR,BANKREF20896,settled
STL10897,TXN10897,64806.65,2026-07-17,1322.58,INR,BANKREF20897,settled
STL10898,TXN10898,40608.33,2026-07-08,828.74,INR,BANKREF20898,settled
STL10899,TXN10899,47708.37,2026-06-06,973.64,INR,BANKREF20899,settled
STL10900,TXN10900,17179.56,2026-07-15,350.60,INR,BANKREF20900,settled
STL10901,TXN10901,44341.41,2026-07-06,904.93,USD,BANKREF20901,settled
STL10902,TXN10902,37511.17,2026-07-17,765.53,INR,BANKREF20902,settled
STL10903,TXN10903,16380.50,2026-06-05,334.30,INR,BANKREF20903,settled
STL10904,TXN10904,67285.28,2026-07-24,1379.46,INR,BANKREF20904,settled
STL10905,TXN10905,34678.16,2026-07-02,707.72,INR,BANKREF20905,settled
STL10906,TXN10906,13759.12,2026-07-27,280.80,INR,BANKREF20906,settled
STL10907,TXN10907,27199.32,2026-07-13,555.09,INR,BANKREF20907,settled
STL10908,  TXN10908  ,"28,531.14",2026-08-02,₹582.27,INR,BANKREF20908,settled
STL10909,txn10909,"₹68,847.02",2026-06-09,1405.04 INR,INR,BANKREF20909,settled
STL10910,TXN10910,18942.93,1899-01-01,386.59,USD,BANKREF20910,settled
STL10911,  TXN10911  ,26762.62 INR,07-09-2026,₹552.09,INR,BANKREF20911,settled
STL10912,TXN10912,58422.87,1899-01-01,1192.30,INR,BANKREF20912,settled
STL10913,TXN10913,48824.04,2026-07-25,1005.32,INR,BANKREF20913,settled
STL10914,  TXN10914  ,39519.42,07-09-2026,806.52,USD,BANKREF20914,settled
STL10915,TXN10915,9724.31,2026-06-20,199.52,USD,BANKREF20915,settled
STL10916,TxN10916,"62,213.59",2026-06-23,"1,269.67",USD,BANKREF20916,settled
STL10917,TXN10917,32335.71,2026-06-09,659.91,INR,BANKREF20917,settled
STL10918,TXN10918,51500.50,2026-06-24,1051.03,INR,BANKREF20918,settled
STL10919,TXN10919,33343.53,2026-08-01,680.48,INR,BANKREF20919,settled
STL10920,TXN10920,6260.70,2026-07-16,127.77,INR,BANKREF20920,settled
STL10921,TXN10921,41625.84,2026-07-01,4116.84,INR,BANKREF20921,settled
STL10922,TXN10922,73119.67,2026-07-07,1492.24,USD,BANKREF20922,settled
STL10924,txn10924,61330.85,2026-06-25,1251.65,INR,BANKREF20924,settled
STL10925,TXN10925,29511.45,2026-06-03,2918.71,USD,BANKREF20925,settled
STL10926,TXN10926,23578.07,2026-06-15,489.37,INR,BANKREF20926,settled
STL10927,TXN10927,70254.93,2026-07-21,1433.77,INR,BANKREF20927,settled
STL10928,TXN10928,44840.79,2026-07-25,915.12,INR,BANKREF20928,settled
STL10929,TXN10929,26247.08,2026-07-25,535.65,USD,BANKREF20929,settled
STL10931,TXN10931,34468.98,2026-06-20,703.45,USD,BANKREF20931,settled
STL10932,  TXN10932  ,38580.04,2026-07-26,787.35,INR,BANKREF20932,settled
STL10933,TXN10933,62603.90,2026-06-11,1285.73,INR,BANKREF20933,settled
STL10934,TXN10934,11361.28,2026-07-05,1123.64,USD,BANKREF20934,settled
STL10935,TXN10935,16706.31,2026-06-23,340.95,INR,BANKREF20935,settled
STL10936,TXN10936,36825.92,2026-07-26,751.55,INR,BANKREF20936,settled
STL10937,TXN10937,24802.59,2026-06-29,506.18,INR,BANKREF20937,settled
STL10938,TXN10938,50337.69,2026-07-08,4978.45,INR,BANKREF20938,settled
STL10939,TXN10939,7858.03,2026-07-08,160.37,INR,BANKREF20939,settled
STL10940,TXN10940,2451.23,2026-06-06,50.03,USD,BANKREF20940,settled
STL10941,TXN10941,17647.45,2026-07-12,360.15,INR,BANKREF20941,settled
STL10942,TXN10942,34331.95,2026-07-27,700.65,USD,BANKREF20942,settled
STL10944,TXN10944,54014.05,2026-07-12,1102.33,INR,BANKREF20944,settled
STL10945,TXN10945,19103.10,2026-06-28,389.86,USD,BANKREF20945,settled
STL10946,TXN10946,9995.48,2026-06-20,203.99,INR,BANKREF20946,settled
STL10947,TXN10947,36277.78,2026-06-03,740.36,USD,BANKREF20947,settled
STL10948,TXN10948,61216.08,2026-07-04,1249.31,INR,BANKREF20948,settled
STL10949,TXN10949,23539.32,2026-07-13,480.39,INR,BANKREF20949,settled
STL10950,TXN10950,14462.59,2026-07-08,295.15,USD,BANKREF20950,settled
STL10951,REF_7JUYIN,25513.80,2026-06-15,520.69,INR,BANKREF20951,settled
STL10952,TXN10952,58572.85,2026-07-04,1195.36,INR,BANKREF20952,settled
STL10953,TXN10953,19699.30,2026-07-28,787.97,INR,BANKREF20953,partial
STL10954,TXN10954,17845.72,2026-06-13,364.20,INR,BANKREF20954,settled
STL10955,TXN10955,71845.58,2026-06-08,1466.24,INR,BANKREF20955,settled
STL10956,TXN10956,41641.43,2026-07-10,849.83,USD,BANKREF20956,settled
STL10957,TXN10957,38975.96,2026-06-25,795.43,INR,BANKREF20957,settled
STL10958,TXN10958,73314.16,2026-07-17,1496.21,USD,BANKREF20958,settled
STL10959,TXN10959,12168.97,2026-06-27,248.35,INR,BANKREF20959,settled
STL10960,TXN10960,36014.93,2026-06-30,735.00,INR,BANKREF20960,settled
STL10961,TXN10961,48494.56,2026-07-28,4796.17,INR,BANKREF20961,settled
STL10962,TXN10962,1998.11,2026-07-02,40.78,USD,BANKREF20962,settled
STL10963,TXN10963,2692.68,2026-06-14,107.71,INR,BANKREF20963,partial
STL10964,TXN10964,24932.71,2026-07-12,508.83,USD,BANKREF20964,settled
STL10965,TXN10965,25917.74,2026-06-22,528.93,INR,BANKREF20965,settled
STL10966,TXN10966,66566.88,2026-06-18,1358.51,INR,BANKREF20966,settled
STL10967,TXN10967,70817.05,2026-07-14,1445.25,USD,BANKREF20967,settled
STL10968,TXN10968,39320.73,2026-07-10,802.46,USD,BANKREF20968,settled
STL10969,TXN10969,20917.22,2026-07-30,426.88,INR,BANKREF20969,settled
STL10970,TXN10970,13176.92,2026-07-20,268.92,INR,BANKREF20970,settled
STL10971,TXN10971,37204.72,2026-07-16,759.28,INR,BANKREF20971,settled
STL10972,txn10972,"₹59,861.23",15/07/2026,"1,221.66",INR,BANKREF20972,settled
STL10973,TxN10973,"₹35,352.88",07-02-2026,721.49,INR,BANKREF20973,settled
STL10974,TXN10974,37692.59,2026-07-09,769.24,USD,BANKREF20974,settled
STL10975,TXN10975,23586.22,2026-06-21,2332.70,USD,BANKREF20975,settled
STL10976,TXN10976,28621.64,2026-06-30,584.12,INR,BANKREF20976,settled
STL10977,TXN10977,71568.66,2026-06-16,1460.59,USD,BANKREF20977,settled
STL10978,TXN10978,38089.96,2026-07-22,777.35,INR,BANKREF20978,settled
STL10979,TxN10979,"3,607.45",2026-07-20,144.30 INR,INR,BANKREF20979,partial
STL10980,TXN10980,70920.32,2026-07-05,1447.35,INR,BANKREF20980,settled
STL10981,TXN10981,39689.81,2026-06-08,810.00,INR,BANKREF20981,settled
STL10982,TXN10982,50844.90,2026-06-10,1037.65,INR,BANKREF20982,settled
STL10983,TXN10983,71184.21,2026-06-23,1452.74,USD,BANKREF20983,settled
STL10984,TXN10984,8784.09,2026-06-17,179.27,INR,BANKREF20984,settled
STL10985,TXN10985,70421.43,2026-06-06,1437.17,INR,BANKREF20985,settled
STL10986,TXN10986,29743.54,2026-07-29,1189.74,INR,BANKREF20986,partial
STL10987,TXN10987,45149.55,2026-07-21,921.42,INR,BANKREF20987,settled
STL10988,TXN10988,5933.89,2026-06-10,121.10,INR,BANKREF20988,settled
STL10989,TXN10989,26294.09,2026-06-04,536.61,INR,BANKREF20989,settled
STL10991,TXN10991,42869.36,2026-06-03,874.89,INR,BANKREF20991,settled
STL10993,TXN10993,37536.71,2026-07-06,766.06,INR,BANKREF20993,settled
STL10995,  TXN10995  ,43155.03 INR,01/08/2026,880.72,INR,BANKREF20995,settled
STL10996,txn10996,43063.34,09-Jun-2026,₹878.84,INR,BANKREF20996,settled
STL10997,TXN10997,4028.48,2026-08-01,82.21,INR,BANKREF20997,settled
STL10998,TXN10998,1417.34,2026-07-07,140.18,USD,BANKREF20998,settled
STL11000,TXN11000,38301.40,2026-06-05,781.66,INR,BANKREF21000,settled
STL11001,TXN11001,52951.97,2026-06-15,5237.01,USD,BANKREF21001,settled
STL11002,TXN11002,25055.31,2026-06-11,513.44,INR,BANKREF21002,settled
STL11003,TxN11003,"32,057.97",02/08/2026,₹661.79,USD,BANKREF21003,settled
STL11004,TXN11004,36213.13,2026-06-08,739.04,USD,BANKREF21004,settled
STL11005,TXN11005,18858.25,2026-06-22,384.86,INR,BANKREF21005,settled
STL11006,TXN11006,16865.42,2026-06-12,344.19,USD,BANKREF21006,settled
STL11008,TXN11008,5628.64,2026-07-22,225.15,INR,BANKREF21008,partial
STL11009,TxN11009,38399.95,15-Jun-2026,783.67,INR,BANKREF21009,settled
STL11010,TXN11010,28185.31,2026-06-18,575.21,USD,BANKREF21010,settled
STL11011,txn11011,"₹20,869.00",24-Jul-2026,425.90 INR,INR,BANKREF21011,settled
STL11012,TXN11012,50423.77,2026-07-03,1029.06,USD,BANKREF21012,settled
STL11013,TXN11013,5414.75,2026-06-11,110.51,INR,BANKREF21013,settled
STL11014,TXN11014,25126.41,2026-08-01,512.78,INR,BANKREF21014,settled
STL11015,TxN11015,37860.01 INR,2026-06-09,772.65,USD,BANKREF21015,settled
STL11016,TXN11016,72505.00,2026-06-23,1479.69,INR,BANKREF21016,settled
STL11017,TXN11017,737.00,2026-07-22,15.04,INR,BANKREF21017,settled
STL11018,TXN11018,13928.54,2026-07-18,284.26,INR,BANKREF21018,settled
STL11019,TXN11019,4614.72,2099-12-31,94.18,INR,BANKREF21019,settled
STL11020,TXN11020,52705.16,2026-07-19,1075.62,INR,BANKREF21020,settled
STL11021,TXN11021,63138.43,2026-07-22,1288.54,INR,BANKREF21021,settled
STL11022,TXN11022,24153.87,2026-06-07,492.94,INR,BANKREF21022,settled
STL11023,TXN11023,15558.24,2026-07-30,317.52,USD,BANKREF21023,settled
STL11024,TXN11024,73472.61,2026-06-16,1499.44,INR,BANKREF21024,settled
STL11025,TXN11025,30038.54,2026-08-17,613.03,INR,BANKREF21025,settled
STL11026,TXN11026,36980.42,2026-06-09,754.70,INR,BANKREF21026,settled
STL11027,TXN11027,62748.92,2026-06-07,1280.59,USD,BANKREF21027,settled
STL11028,TXN11028,53047.86,2026-06-05,1082.61,INR,BANKREF21028,settled
STL11030,TXN11030,21495.27,2026-07-02,438.68,INR,BANKREF21030,settled
STL11031,TXN11031,7877.70,2026-06-11,170.13,INR,BANKREF21031,settled
STL11032,TXN11032,61346.32,2026-07-03,1251.97,INR,BANKREF21032,settled
STL11033,TXN11033,59578.28,2026-07-27,1215.88,INR,BANKREF21033,settled
STL11034,  TXN11034  ,69542.49 INR,06-26-2026,"₹1,419.23",INR,BANKREF21034,settled
STL11035,TXN11035,17551.81,2026-07-06,358.20,USD,BANKREF21035,settled
STL11036,TXN11036,71732.66,2026-07-28,1463.93,INR,BANKREF21036,settled
STL11037,TXN11037,42751.41,2026-07-15,872.48,INR,BANKREF21037,settled
STL11038,TXN11038,42402.54,2026-07-21,874.01,USD,BANKREF21038,settled
STL11039,TxN11039,40829.53 INR,24/06/2026,₹833.26,INR,BANKREF21039,settled
STL11040,TXN11040,37600.06,2026-07-18,767.35,INR,BANKREF21040,settled
STL11041,TXN11041,2838.49,2099-12-31,57.93,USD,BANKREF21041,settled
STL11042,TXN11042,56819.18,2026-07-16,1159.58,INR,BANKREF21042,settled
STL11043,TXN11043,39749.22,2026-06-11,811.21,INR,BANKREF21043,settled
STL11044,txn11044,15959.51,2026-07-12,335.52,INR,BANKREF21044,settled
STL11045,TXN11045,29905.43,2026-06-08,610.32,INR,BANKREF21045,settled
STL11046,TXN11046,28748.89,2026-07-04,586.71,INR,BANKREF21046,settled
STL11047,TXN11047,50228.34,2026-06-28,1025.07,INR,BANKREF21047,settled
STL11048,TXN11048,71210.73,2026-08-03,1453.28,INR,BANKREF21048,settled
STL11049,TXN11049,58975.03,2026-07-03,1203.57,USD,BANKREF21049,settled
STL11050,TXN11050,64230.67,2026-06-06,1310.83,USD,BANKREF21050,settled
STL11051,TXN11051,2804.27,2026-07-11,57.23,INR,BANKREF21051,settled
STL11052,TXN11052,26528.93,2026-07-18,541.41,USD,BANKREF21052,settled
STL11053,TXN11053,50745.75,2026-06-11,1035.63,INR,BANKREF21053,settled
STL11054,TxN11054,27439.89,11/07/2026,560.00,INR,BANKREF21054,settled
STL11055,TXN11055,37841.19,2026-07-19,772.27,USD,BANKREF21055,settled
STL11056,TXN11056,29398.44,2026-07-29,599.97,INR,BANKREF21056,settled
STL11057,TXN11057,56707.23,2026-06-15,1157.29,INR,BANKREF21057,settled
STL11058,TXN11058,6836.77,2026-07-15,139.53,INR,BANKREF21058,settled
STL11059,TXN11059,23880.27,2026-07-16,487.35,INR,BANKREF21059,settled
STL11061,TXN11061,40470.61,2026-07-30,825.93,USD,BANKREF21061,settled
STL11062,TXN11062,51753.67,2026-07-24,1056.20,INR,BANKREF21062,settled
STL11063,TxN11063,"₹41,181.09",20/07/2026,840.43,USD,BANKREF21063,settled
STL11064,TXN11064,53624.04,2026-07-18,1094.37,INR,BANKREF21064,settled
STL11065,txn11065,2663.14 INR,07-20-2026,₹54.35,INR,BANKREF21065,settled
STL11066,TXN11066,54309.03,2026-07-03,1108.35,INR,BANKREF21066,settled
